233.4891863 47.02697173
249.2865084 41.67189999
347.0485491 20.14625302
22.3415261 22.519625
36.53481215 -0.8886135176
18.06777361 34.3176318
126.8907795 4.604872699
149.2785237 24.55497046
150.3136865 26.09247317
152.5012557 30.05845453
159.9520845 2.523483219
165.4906177 12.0930501
208.6988804 42.11054422
213.7144814 46.19171876
200.202558 51.05718134
203.9681022 54.7477415
11.82921042 14.70209772
198.9766922 21.42211828
213.0504019 64.59423989
220.7272534 19.28880332
222.1996286 20.7346329
235.9210386 11.46744682
257.5569729 33.7346238
139.9771253 55.35960327
150.2577557 59.73736984
157.4641738 61.77645366
169.4945793 64.03394238
139.2585054 -0.7370936109
157.0609385 21.33147342
164.1670956 57.95527209
164.2737144 58.07761982
186.7403128 67.27254861
187.0269933 67.14485403
340.633666 24.15839526
234.058016 52.69453153
245.2191607 54.013754
246.9675008 54.31946172
210.8564334 44.50473106
219.9880091 49.46791383
191.8607289 7.090480589
19.31591169 25.448072
243.5058327 58.22300724
26.32925565 18.8641424
231.3651514 45.11271196
140.2887537 45.64561222
144.9342879 56.0425195
146.1810607 58.16425081
178.349414 49.51800919
335.8693565 21.02369728
209.7680786 62.21159814
197.3102058 34.75296392
222.2325652 57.17726943
181.8220488 36.80255025
187.5588985 46.85817743
7.752803282 -0.7424377326
28.69533725 2.704229786
18.47629167 13.41445034
19.04434661 7.419839667
19.10913458 6.070426383
19.4940302 0.3400602449
232.1689156 28.42668663
333.0185615 27.2423338
170.2881493 53.8532528
162.9658558 -0.8559476198
209.2744615 57.07246865
319.2286569 -1.575116685
207.7789561 65.52435414
177.6090322 26.51036468
182.658697 31.94979581
168.2191984 14.09341363
173.7236501 22.45216199
175.6323722 25.06077584
231.3184716 57.77095145
167.9870187 23.96016937
153.5632961 9.310291094
158.7414536 20.81939483
159.1391209 22.05206278
164.4483101 32.78573091
170.7891913 43.52781286
184.4830654 58.66139079
171.738973 36.78636117
192.1167506 8.518659339
174.2803532 1.663034207
174.9027616 3.883799141
176.9794608 9.041463469
182.8231006 24.62050491
187.2343715 35.942091
189.7742482 41.44574529
192.841817 47.41456341
194.1501028 50.14697505
197.9180026 56.14295959
208.8229059 56.21339892
