S-2020APXX-2020-02-16T16:49:40-DFOT-2K_IMG1.fits 117.74717420043693 13.756168524574829 R 	 astrometry successful
S-2020APXX-2020-02-16T17:01:30-DFOT-2K_IMG1.fits 117.74561003344012 13.755568920171791 R 	 astrometry successful
S-2020APXX-2020-02-16T17:17:13-DFOT-2K_IMG1.fits 117.74316593120541 13.754237189513534 R 	 astrometry successful
S-2020APXX-2020-02-16T17:35:47-DFOT-2K_IMG1.fits 117.74244073274564 13.754309891517613 R 	 astrometry successful
S-2020APXX-2020-02-16T17:52:12-DFOT-2K_IMG1.fits 117.74857831054697 13.758293784682964 R 	 astrometry successful
S-2020APXX-2020-02-16T13:52:58-DFOT-2K_IMG1.fits 117.7604814756052 13.750124134771834 R 	 astrometry successful
S-2020APXX-2020-02-16T18:11:34-DFOT-2K_IMG1.fits 117.75312355163109 13.757881164955553 R 	 astrometry successful
S-2020APXX-2020-02-16T18:24:05-DFOT-2K_IMG1.fits 117.75650397279554 13.757142841785484 R 	 astrometry successful
S-2020APXX-2020-02-16T19:00:25-DFOT-2K_IMG1.fits 117.75870614406732 13.754303560343317 R 	 astrometry successful
S-2020APXX-2020-02-16T19:21:31-DFOT-2K_IMG1.fits 117.76005087896358 13.752312048008793 R 	 astrometry successful
S-2020APXX-2020-02-16T19:36:15-DFOT-2K_IMG1.fits 117.75872084253795 13.75088243361685 R 	 astrometry successful
S-2020APXX-2020-02-16T19:50:09-DFOT-2K_IMG1.fits 117.75601818458892 13.749699225656812 R 	 astrometry successful
S-2020APXX-2020-02-16T20:05:45-DFOT-2K_IMG1.fits 117.75245599604466 13.748258447749045 R 	 astrometry successful
S-2020APXX-2020-02-16T20:17:02-DFOT-2K_IMG1.fits 117.75044130289312 13.746911793142038 R 	 astrometry successful
S-2020APXX-2020-02-16T20:38:57-DFOT-2K_IMG1.fits 117.74558781841593 13.745064560689611 R 	 astrometry successful
S-2020APXX-2020-02-16T14:23:15-DFOT-2K_IMG1.fits 117.7579664400289 13.751046843197068 R 	 astrometry successful
S-2020APXX-2020-02-16T14:14:11-DFOT-2K_IMG1.fits 117.7590411126484 13.750685675005426 R 	 astrometry successful
S-2020APXX-2020-02-16T15:02:37-DFOT-2K_IMG1.fits 117.75517756069146 13.752507785854448 R 	 astrometry successful
S-2020APXX-2020-02-16T13:20:06-DFOT-2K_IMG1.fits 117.76589519704169 13.748770894457872 U 	 astrometry successful
S-2020APXX-2020-02-16T15:21:22-DFOT-2K_IMG1.fits 117.75410840539959 13.753255971096367 U 	 astrometry successful
S-2020APXX-2020-02-16T15:44:24-DFOT-2K_IMG1.fits 117.75219610664577 13.754229965114664 U 	 astrometry successful
S-2020APXX-2020-02-16T16:00:18-DFOT-2K_IMG1.fits 117.75077775665436 13.754973812552615 U 	 astrometry successful
S-2020APXX-2020-02-16T16:18:05-DFOT-2K_IMG1.fits 117.74990147738383 13.755637759413723 U 	 astrometry successful
S-2020APXX-2020-02-16T16:42:52-DFOT-2K_IMG1.fits 117.74825547080239 13.75610230377465 U 	 astrometry successful
S-2020APXX-2020-02-16T16:44:21-DFOT-2K_IMG1.fits 117.74787389231533 13.75611600107984 U 	 astrometry successful
S-2020APXX-2020-02-16T16:57:41-DFOT-2K_IMG1.fits 117.74605846660091 13.755908521625589 U 	 astrometry successful
S-2020APXX-2020-02-16T17:12:17-DFOT-2K_IMG1.fits 117.74355512586177 13.754585695037377 U 	 astrometry successful
S-2020APXX-2020-02-16T17:27:59-DFOT-2K_IMG1.fits 117.7422677779314 13.753976935704147 U 	 astrometry successful
S-2020APXX-2020-02-16T17:46:59-DFOT-2K_IMG1.fits 117.74378818861179 13.755767551618911 U 	 astrometry successful
S-2020APXX-2020-02-16T14:00:13-DFOT-2K_IMG1.fits 117.76005633345511 13.750375027522226 U 	 astrometry successful
S-2020APXX-2020-02-16T18:17:35-DFOT-2K_IMG1.fits 117.7553903144035 13.757555804047255 U 	 astrometry successful
S-2020APXX-2020-02-16T18:30:47-DFOT-2K_IMG1.fits 117.7566639726028 13.756749891525883 U 	 astrometry successful
S-2020APXX-2020-02-16T18:47:29-DFOT-2K_IMG1.fits 117.75788965209699 13.755325981884907 U 	 astrometry successful
S-2020APXX-2020-02-16T19:14:23-DFOT-2K_IMG1.fits 117.7595181976085 13.753027247876341 U 	 astrometry successful
S-2020APXX-2020-02-16T19:28:50-DFOT-2K_IMG1.fits 117.75980505825002 13.751475550580585 U 	 astrometry successful
S-2020APXX-2020-02-16T19:30:27-DFOT-2K_IMG1.fits 117.75965677397694 13.751348428360233 U 	 astrometry successful
S-2020APXX-2020-02-16T19:43:50-DFOT-2K_IMG1.fits 117.75676290008767 13.750202644960616 U 	 astrometry successful
S-2020APXX-2020-02-16T20:01:27-DFOT-2K_IMG1.fits 117.75300402553299 13.748579923397621 U 	 astrometry successful
S-2020APXX-2020-02-16T20:12:48-DFOT-2K_IMG1.fits 117.75065909675915 13.74731654662518 U 	 astrometry successful
S-2020APXX-2020-02-16T20:32:45-DFOT-2K_IMG1.fits 117.7462904645597 13.745477121960002 U 	 astrometry successful
S-2020APXX-2020-02-16T14:30:58-DFOT-2K_IMG1.fits 117.75780794184281 13.751367679530128 U 	 astrometry successful
S-2020APXX-2020-02-16T14:52:21-DFOT-2K_IMG1.fits 117.7559736370673 13.75219318384531 U 	 astrometry successful
S-2020APXX-2020-02-16T15:06:22-DFOT-2K_IMG1.fits 117.75504928908688 13.752746180260479 U 	 astrometry successful
S-2020APXX-2020-02-16T15:10:49-DFOT-2K_IMG1.fits 117.75448190039222 13.75291688497453 V 	 astrometry successful
S-2020APXX-2020-02-16T15:28:55-DFOT-2K_IMG1.fits 117.75346982641406 13.753649324726727 V 	 astrometry successful
S-2020APXX-2020-02-16T15:49:42-DFOT-2K_IMG1.fits 117.75178076007151 13.754530036156712 V 	 astrometry successful
S-2020APXX-2020-02-16T16:05:40-DFOT-2K_IMG1.fits 117.75047848778968 13.75517827393059 V 	 astrometry successful
S-2020APXX-2020-02-16T16:32:10-DFOT-2K_IMG1.fits 117.74890400649551 13.756029174046985 V 	 astrometry successful
S-2020APXX-2020-02-16T13:29:33-DFOT-2K_IMG1.fits 117.76267543286161 13.749350406214711 V 	 astrometry successful
S-2020APXX-2020-02-16T16:53:54-DFOT-2K_IMG1.fits 117.74657598260072 13.756211352704877 V 	 astrometry successful
S-2020APXX-2020-02-16T17:06:59-DFOT-2K_IMG1.fits 117.74465758252931 13.755233614598676 V 	 astrometry successful
S-2020APXX-2020-02-16T17:23:27-DFOT-2K_IMG1.fits 117.74251877857992 13.754135760286598 V 	 astrometry successful
S-2020APXX-2020-02-16T17:42:06-DFOT-2K_IMG1.fits 117.74317271363432 13.755233728630092 V 	 astrometry successful
S-2020APXX-2020-02-16T17:57:07-DFOT-2K_IMG1.fits 117.74961567099083 13.758369941327555 V 	 astrometry successful
S-2020APXX-2020-02-16T18:04:28-DFOT-2K_IMG1.fits 117.75036825787373 13.758219008423088 V 	 astrometry successful
S-2020APXX-2020-02-16T18:20:41-DFOT-2K_IMG1.fits 117.75614856779254 13.75744137856706 V 	 astrometry successful
S-2020APXX-2020-02-16T18:38:25-DFOT-2K_IMG1.fits 117.75738066570551 13.756393361259692 V 	 astrometry successful
S-2020APXX-2020-02-16T18:53:20-DFOT-2K_IMG1.fits 117.75811568740687 13.754922322293531 V 	 astrometry successful
S-2020APXX-2020-02-16T19:20:21-DFOT-2K_IMG1.fits 117.76000575291545 13.752582199058518 V 	 astrometry successful
S-2020APXX-2020-02-16T14:11:58-DFOT-2K_IMG1.fits 117.75933262116288 13.750804778748703 V 	 astrometry successful
S-2020APXX-2020-02-16T19:40:24-DFOT-2K_IMG1.fits 117.75770735183723 13.750739235896019 V 	 astrometry successful
S-2020APXX-2020-02-16T19:57:38-DFOT-2K_IMG1.fits 117.75436946795323 13.749092676463789 V 	 astrometry successful
S-2020APXX-2020-02-16T20:09:37-DFOT-2K_IMG1.fits 117.75163453356858 13.747864204422406 V 	 astrometry successful
S-2020APXX-2020-02-16T14:35:52-DFOT-2K_IMG1.fits 117.75731498798577 13.751775735270627 B 	 astrometry successful
S-2020APXX-2020-02-16T14:08:59-DFOT-2K_IMG1.fits 117.75944204705773 13.75089183752809 B 	 astrometry successful
S-2020APXX-2020-02-16T13:18:24-DFOT-2K_IMG1.fits 117.76631959645319 13.749027841289283 NULL 	 astrometry successful
S-2020APXX-2020-02-16T17:43:22-DFOT-2K_IMG1.fits 117.74341383365952 13.755595565418384 B 	 astrometry successful
S-2020APXX-2020-02-16T19:41:22-DFOT-2K_IMG1.fits 117.7576338712501 13.75081615581457 B 	 astrometry successful
S-2020APXX-2020-02-16T15:09:41-DFOT-2K_IMG1.fits 117.75477847844476 13.75307008369408 B 	 astrometry successful
S-2020APXX-2020-02-16T18:03:04-DFOT-2K_IMG1.fits 117.74977306237899 13.758413965270284 B 	 astrometry successful
S-2020APXX-2020-02-16T20:10:33-DFOT-2K_IMG1.fits 117.7515249609296 13.747971554608386 B 	 astrometry successful
S-2020APXX-2020-02-16T15:26:29-DFOT-2K_IMG1.fits 117.75358832824597 13.75366499601745 B 	 astrometry successful
S-2020APXX-2020-02-16T15:48:04-DFOT-2K_IMG1.fits 117.75195539809992 13.75465967048681 B 	 astrometry successful
S-2020APXX-2020-02-16T18:35:12-DFOT-2K_IMG1.fits 117.75723296353152 13.756822133541379 B 	 astrometry successful
S-2020APXX-2020-02-16T20:46:19-DFOT-2K_IMG1.fits 117.74393429976557 13.744708354068766 B 	 astrometry successful
S-2020APXX-2020-02-16T17:58:17-DFOT-2K_IMG1.fits 117.74964151772946 13.758520375580686 B 	 astrometry successful
S-2020APXX-2020-02-16T19:58:39-DFOT-2K_IMG1.fits 117.75407468730812 13.749199551603578 B 	 astrometry successful
S-2020APXX-2020-02-16T16:03:53-DFOT-2K_IMG1.fits 117.75064437661335 13.755318542457038 B 	 astrometry successful
S-2020APXX-2020-02-16T18:51:47-DFOT-2K_IMG1.fits 117.75836803054526 13.755251796461962 B 	 astrometry successful
S-2020APXX-2020-02-16T14:57:34-DFOT-2K_IMG1.fits 117.75570353509018 13.752664919209682 B 	 astrometry successful
S-2020APXX-2020-02-16T16:23:04-DFOT-2K_IMG1.fits 117.74951027647921 13.756012250257944 B 	 astrometry successful
S-2020APXX-2020-02-16T19:18:25-DFOT-2K_IMG1.fits 117.75998179151844 13.752901814497992 B 	 astrometry successful
S-2020APXX-2020-02-16T20:29:01-DFOT-2K_IMG1.fits 117.74729220257217 13.746017328597222 B 	 astrometry successful
S-2020APXX-2020-02-16T13:23:55-DFOT-2K_IMG1.fits 117.76466913409257 13.749221843838958 B 	 astrometry successful
S-2020APXX-2020-02-16T18:19:35-DFOT-2K_IMG1.fits 117.75589058355558 13.757708517358257 B 	 astrometry successful
S-2020APXX-2020-02-16T13:10:02-DFOT-2K_IMG1.fits 117.7684062167196 13.748608867356023 I 	 astrometry successful
S-2020APXX-2020-02-16T16:54:53-DFOT-2K_IMG1.fits 117.74655951076208 13.756332551911045 B 	 astrometry successful
S-2020APXX-2020-02-16T17:09:02-DFOT-2K_IMG1.fits 117.74427208277143 13.755250466445034 B 	 astrometry successful
S-2020APXX-2020-02-16T17:24:37-DFOT-2K_IMG1.fits 117.74252096501426 13.754323766641269 B 	 astrometry successful
S-2020APXX-2020-02-16T15:13:28-DFOT-2K_IMG1.fits 117.75436566914581 13.753120490763518 I 	 astrometry successful
S-2020APXX-2020-02-16T15:38:41-DFOT-2K_IMG1.fits 117.75242627906462 13.754060305096628 I 	 astrometry successful
S-2020APXX-2020-02-16T15:54:35-DFOT-2K_IMG1.fits 117.75140754512358 13.754850633244514 I 	 astrometry successful
S-2020APXX-2020-02-16T16:09:21-DFOT-2K_IMG1.fits 117.75032203562915 13.755388718243104 I 	 astrometry successful
S-2020APXX-2020-02-16T16:36:33-DFOT-2K_IMG1.fits 117.74894532537319 13.756112220452993 I 	 astrometry successful
S-2020APXX-2020-02-16T16:50:53-DFOT-2K_IMG1.fits 117.74711260974514 13.756308618885658 I 	 astrometry successful
S-2020APXX-2020-02-16T17:02:20-DFOT-2K_IMG1.fits 117.7455979251602 13.755767161712415 I 	 astrometry successful
S-2020APXX-2020-02-16T17:20:00-DFOT-2K_IMG1.fits 117.74277912881925 13.754336159657202 I 	 astrometry successful
S-2020APXX-2020-02-16T17:37:07-DFOT-2K_IMG1.fits 117.74275167207783 13.75463183951938 I 	 astrometry successful
S-2020APXX-2020-02-16T17:53:47-DFOT-2K_IMG1.fits 117.74924508633156 13.758579843009153 I 	 astrometry successful
S-2020APXX-2020-02-16T13:51:00-DFOT-2K_IMG1.fits 117.76086054051876 13.750202327013902 I 	 astrometry successful
S-2020APXX-2020-02-16T18:07:43-DFOT-2K_IMG1.fits 117.75192619724184 13.758260569533737 I 	 astrometry successful
S-2020APXX-2020-02-16T18:23:02-DFOT-2K_IMG1.fits 117.75635793196162 13.757283034794959 I 	 astrometry successful
S-2020APXX-2020-02-16T19:08:13-DFOT-2K_IMG1.fits 117.75943291916735 13.753767870788662 I 	 astrometry successful
S-2020APXX-2020-02-16T19:24:16-DFOT-2K_IMG1.fits 117.76032539485908 13.752312757399896 I 	 astrometry successful
S-2020APXX-2020-02-16T19:37:19-DFOT-2K_IMG1.fits 117.75857332392029 13.751028522197483 I 	 astrometry successful
S-2020APXX-2020-02-16T19:51:22-DFOT-2K_IMG1.fits 117.75586063384806 13.749836655471626 I 	 astrometry successful
S-2020APXX-2020-02-16T20:06:46-DFOT-2K_IMG1.fits 117.75241446310065 13.748496160654604 I 	 astrometry successful
S-2020APXX-2020-02-16T20:19:30-DFOT-2K_IMG1.fits 117.74965395164499 13.746907455095384 I 	 astrometry successful
S-2020APXX-2020-02-16T20:40:54-DFOT-2K_IMG1.fits 117.7453390714555 13.745246102449586 I 	 astrometry successful
S-2020APXX-2020-02-16T14:21:55-DFOT-2K_IMG1.fits 117.75813891943717 13.751259688069812 I 	 astrometry successful
S-2020APXX-2020-02-16T14:43:32-DFOT-2K_IMG1.fits 117.75649495480415 13.751919609096863 I 	 astrometry successful
S-2020APXX-2020-02-16T15:01:49-DFOT-2K_IMG1.fits 117.75553154984564 13.752771693269725 I 	 astrometry successful
S-2020APXX-2020-02-16T15:11:51-DFOT-2K_IMG1.fits 117.75449477248014 13.752832823171106 R 	 astrometry successful
S-2020APXX-2020-02-16T15:35:22-DFOT-2K_IMG1.fits 117.75266620922187 13.753675558569771 R 	 astrometry successful
S-2020APXX-2020-02-16T15:50:49-DFOT-2K_IMG1.fits 117.7517130091825 13.7544096288612 R 	 astrometry successful
S-2020APXX-2020-02-16T16:07:23-DFOT-2K_IMG1.fits 117.75017463179663 13.755162646577048 R 	 astrometry successful
S-2020APXX-2020-02-16T16:33:39-DFOT-2K_IMG1.fits 117.74890483279752 13.755896299636865 R 	 astrometry successful
S-2020APXX-2020-02-16T13:33:38-DFOT-2K_IMG1.fits 117.76185651496839 13.74935156450515 R 	 astrometry successful
S-2020APXX-2020-02-16T16:52:47-DFOT-2K_IMG1.fits 117.7467007709911 13.756004703020764 R 	 astrometry successful
S-2020APXX-2020-02-16T17:05:14-DFOT-2K_IMG1.fits 117.74501306749842 13.75530595159599 R 	 astrometry successful
S-2020APXX-2020-02-16T17:22:14-DFOT-2K_IMG1.fits 117.74266530402099 13.75398473707849 R 	 astrometry successful
S-2020APXX-2020-02-16T17:40:18-DFOT-2K_IMG1.fits 117.74268541395163 13.754600505351975 R 	 astrometry successful
S-2020APXX-2020-02-16T17:55:49-DFOT-2K_IMG1.fits 117.74946635612055 13.758227266194957 R 	 astrometry successful
S-2020APXX-2020-02-16T18:06:08-DFOT-2K_IMG1.fits 117.75106093993428 13.758029668590206 R 	 astrometry successful
S-2020APXX-2020-02-16T18:40:01-DFOT-2K_IMG1.fits 117.7575715435261 13.755986631901441 R 	 astrometry successful
S-2020APXX-2020-02-16T18:43:32-DFOT-2K_IMG1.fits 117.7579707714938 13.755714089656665 R 	 astrometry successful
S-2020APXX-2020-02-16T19:09:44-DFOT-2K_IMG1.fits 117.75937117572498 13.753471526683748 R 	 astrometry successful
S-2020APXX-2020-02-16T19:25:22-DFOT-2K_IMG1.fits 117.7601113875019 13.751842708908972 R 	 astrometry successful
S-2020APXX-2020-02-16T19:39:26-DFOT-2K_IMG1.fits 117.75804980345173 13.750601440286315 R 	 astrometry successful
S-2020APXX-2020-02-16T19:56:14-DFOT-2K_IMG1.fits 117.75466480372224 13.749217123288936 R 	 astrometry successful
S-2020APXX-2020-02-16T20:08:37-DFOT-2K_IMG1.fits 117.75185102927568 13.74795138187842 R 	 astrometry successful
S-2020APXX-2020-02-16T20:22:25-DFOT-2K_IMG1.fits 117.74886298522381 13.746400266480371 R 	 astrometry successful
S-2020APXX-2020-02-16T20:42:54-DFOT-2K_IMG1.fits 117.7447557249781 13.744812246711554 R 	 astrometry successful
S-2020APXX-2020-02-16T14:39:37-DFOT-2K_IMG1.fits 117.7569099772347 13.751667724900518 R 	 astrometry successful
S-2020APXX-2020-02-16T14:59:47-DFOT-2K_IMG1.fits 117.75534193335908 13.75246659986112 R 	 astrometry successful
S-2020APXX-2020-02-16T14:45:47-DFOT-2K_IMG1.fits 117.7563426770911 13.751838097792849 R 	 astrometry successful
S-2020APXX-2020-02-16T15:07:46-DFOT-2K_IMG1.fits 117.75495368950212 13.752794713178119 U 	 astrometry successful
S-2020APXX-2020-02-16T15:23:16-DFOT-2K_IMG1.fits 117.75395206982802 13.753308893899069 U 	 astrometry successful
S-2020APXX-2020-02-16T15:45:53-DFOT-2K_IMG1.fits 117.75207342427645 13.754282104151724 U 	 astrometry successful
S-2020APXX-2020-02-16T16:01:36-DFOT-2K_IMG1.fits 117.75068866476994 13.75504446261736 U 	 astrometry successful
S-2020APXX-2020-02-16T16:20:00-DFOT-2K_IMG1.fits 117.74970569544132 13.755682675361102 U 	 astrometry successful
S-2020APXX-2020-02-16T13:21:36-DFOT-2K_IMG1.fits 117.76540802974739 13.74882311238787 U 	 astrometry successful
S-2020APXX-2020-02-16T16:56:07-DFOT-2K_IMG1.fits 117.74616765121746 13.756010643271184 U 	 astrometry successful
S-2020APXX-2020-02-16T17:10:22-DFOT-2K_IMG1.fits 117.74395001708939 13.754804336607531 U 	 astrometry successful
S-2020APXX-2020-02-16T17:26:18-DFOT-2K_IMG1.fits 117.74244146336471 13.754009970551637 U 	 astrometry successful
S-2020APXX-2020-02-16T17:45:14-DFOT-2K_IMG1.fits 117.74371498996777 13.755543780678938 U 	 astrometry successful
S-2020APXX-2020-02-16T17:59:24-DFOT-2K_IMG1.fits 117.74951061958124 13.758226424681636 U 	 astrometry successful
S-2020APXX-2020-02-16T18:00:56-DFOT-2K_IMG1.fits 117.74959216774049 13.758207877740764 U 	 astrometry successful
S-2020APXX-2020-02-16T18:32:59-DFOT-2K_IMG1.fits 117.75687318680447 13.7566354260483 U 	 astrometry successful
S-2020APXX-2020-02-16T18:49:01-DFOT-2K_IMG1.fits 117.7579087525831 13.755205409011557 U 	 astrometry successful
S-2020APXX-2020-02-16T19:16:13-DFOT-2K_IMG1.fits 117.7595102349489 13.752824325768044 U 	 astrometry successful
S-2020APXX-2020-02-16T14:03:55-DFOT-2K_IMG1.fits 117.75983164950807 13.750476064702738 U 	 astrometry successful
S-2020APXX-2020-02-16T19:42:25-DFOT-2K_IMG1.fits 117.75716076151751 13.7503550592217 U 	 astrometry successful
S-2020APXX-2020-02-16T20:00:02-DFOT-2K_IMG1.fits 117.7532701803595 13.748694136761948 U 	 astrometry successful
S-2020APXX-2020-02-16T20:11:25-DFOT-2K_IMG1.fits 117.7508856034102 13.747430960427625 U 	 astrometry successful
S-2020APXX-2020-02-16T20:30:46-DFOT-2K_IMG1.fits 117.74656693086702 13.745570276972709 U 	 astrometry successful
S-2020APXX-2020-02-16T20:47:47-DFOT-2K_IMG1.fits 117.7431779265381 13.74428631544156 U 	 astrometry successful
S-2020APXX-2020-02-16T14:33:10-DFOT-2K_IMG1.fits 117.75767206263569 13.751427636124228 U 	 astrometry successful
S-2020APXX-2020-02-16T14:54:25-DFOT-2K_IMG1.fits 117.75583562864786 13.752299614317744 U 	 astrometry successful
S-2020APXX-2020-02-16T13:16:11-DFOT-2K_IMG1.fits 117.76684232224504 13.748805376816357 V 	 astrometry successful
S-2020APXX-2020-02-16T15:16:10-DFOT-2K_IMG1.fits 117.75420620652979 13.753107536051727 V 	 astrometry successful
S-2020APXX-2020-02-16T15:41:46-DFOT-2K_IMG1.fits 117.75223225505114 13.754142426922066 V 	 astrometry successful
S-2020APXX-2020-02-16T15:56:48-DFOT-2K_IMG1.fits 117.75108088565766 13.754891885383568 V 	 astrometry successful
S-2020APXX-2020-02-16T16:13:25-DFOT-2K_IMG1.fits 117.75006531833696 13.755554793071964 V 	 astrometry successful
S-2020APXX-2020-02-16T16:40:15-DFOT-2K_IMG1.fits 117.74861959119279 13.75617715322994 V 	 astrometry successful
S-2020APXX-2020-02-16T16:48:12-DFOT-2K_IMG1.fits 117.7473491504623 13.756270481362916 V 	 astrometry successful
S-2020APXX-2020-02-16T17:00:44-DFOT-2K_IMG1.fits 117.7455475810989 13.755816988026734 V 	 astrometry successful
S-2020APXX-2020-02-16T17:15:48-DFOT-2K_IMG1.fits 117.74312428432164 13.754405054447354 V 	 astrometry successful
S-2020APXX-2020-02-16T17:34:30-DFOT-2K_IMG1.fits 117.74251740278925 13.75437706717316 V 	 astrometry successful
S-2020APXX-2020-02-16T17:50:20-DFOT-2K_IMG1.fits 117.7470551018877 13.75797339326184 V 	 astrometry successful
S-2020APXX-2020-02-16T13:54:59-DFOT-2K_IMG1.fits 117.76027644515742 13.750300560147714 V 	 astrometry successful
S-2020APXX-2020-02-16T18:13:40-DFOT-2K_IMG1.fits 117.75401535417681 13.757968233724556 V 	 astrometry successful
S-2020APXX-2020-02-16T18:25:26-DFOT-2K_IMG1.fits 117.7564670096222 13.757176886793486 V 	 astrometry successful
S-2020APXX-2020-02-16T18:44:46-DFOT-2K_IMG1.fits 117.75791683602031 13.755739601169994 V 	 astrometry successful
S-2020APXX-2020-02-16T19:11:06-DFOT-2K_IMG1.fits 117.75949976244893 13.753399491960721 V 	 astrometry successful
S-2020APXX-2020-02-16T19:26:28-DFOT-2K_IMG1.fits 117.76013777241631 13.751801940502661 V 	 astrometry successful
S-2020APXX-2020-02-16T19:35:14-DFOT-2K_IMG1.fits 117.75890953932714 13.751113049251803 V 	 astrometry successful
S-2020APXX-2020-02-16T19:48:47-DFOT-2K_IMG1.fits 117.75614500215087 13.749933469183272 V 	 astrometry successful
S-2020APXX-2020-02-16T20:04:41-DFOT-2K_IMG1.fits 117.7527620922863 13.748470057243066 V 	 astrometry successful
S-2020APXX-2020-02-16T20:15:58-DFOT-2K_IMG1.fits 117.75030702370516 13.7471012455386 V 	 astrometry successful
S-2020APXX-2020-02-16T20:25:31-DFOT-2K_IMG1.fits 117.74805243566988 13.746188511001138 V 	 astrometry successful
S-2020APXX-2020-02-16T20:37:34-DFOT-2K_IMG1.fits 117.74569127824134 13.74533287254778 V 	 astrometry successful
S-2020APXX-2020-02-16T20:44:24-DFOT-2K_IMG1.fits 117.74440063631782 13.744812841386612 V 	 astrometry successful
S-2020APXX-2020-02-16T14:27:05-DFOT-2K_IMG1.fits 117.7578442007259 13.751350756966607 V 	 astrometry successful
S-2020APXX-2020-02-16T14:37:49-DFOT-2K_IMG1.fits 117.75715249163004 13.751607790209821 V 	 astrometry successful
S-2020APXX-2020-02-16T14:49:38-DFOT-2K_IMG1.fits 117.75615483359651 13.752135263395422 V 	 astrometry successful
S-2020APXX-2020-02-16T14:58:42-DFOT-2K_IMG1.fits 117.75552424088886 13.752489671669435 V 	 astrometry successful
S-2020APXX-2020-02-16T15:04:10-DFOT-2K_IMG1.fits 117.75511147607378 13.752747446663195 V 	 astrometry successful
B-2020APXX-2020-02-16T21:01:29-DFOT-2K_IMG1.fits calibration file only!
B-2020APXX-2020-02-16T21:02:04-DFOT-2K_IMG1.fits calibration file only!
B-2020APXX-2020-02-16T21:02:34-DFOT-2K_IMG1.fits calibration file only!
F-2020APXX-2020-02-16T12:42:15-DFOT-2K_IMG1.fits calibration file only!
F-2020APXX-2020-02-16T12:42:48-DFOT-2K_IMG1.fits calibration file only!
F-2020APXX-2020-02-16T12:49:25-DFOT-2K_IMG1.fits calibration file only!
F-2020APXX-2020-02-16T12:49:50-DFOT-2K_IMG1.fits calibration file only!
F-2020APXX-2020-02-16T12:46:54-DFOT-2K_IMG1.fits calibration file only!
F-2020APXX-2020-02-16T12:47:31-DFOT-2K_IMG1.fits calibration file only!
F-2020APXX-2020-02-16T12:35:04-DFOT-2K_IMG1.fits calibration file only!
F-2020APXX-2020-02-16T12:38:05-DFOT-2K_IMG1.fits calibration file only!
F-2020APXX-2020-02-16T12:44:26-DFOT-2K_IMG1.fits calibration file only!
F-2020APXX-2020-02-16T12:44:51-DFOT-2K_IMG1.fits calibration file only!
S-2020APXX-2020-02-17T15:33:18-DFOT-2K_IMG1.fits 117.75456377353737 13.7473317110123 B 	 astrometry successful
S-2020APXX-2020-02-17T15:58:41-DFOT-2K_IMG1.fits 117.75226094187622 13.747657983131297 B 	 astrometry successful
S-2020APXX-2020-02-17T16:27:32-DFOT-2K_IMG1.fits 117.75138876305802 13.748080985596339 B 	 astrometry successful
S-2020APXX-2020-02-17T16:42:45-DFOT-2K_IMG1.fits 117.75128578438155 13.748065916464999 B 	 astrometry successful
S-2020APXX-2020-02-17T17:01:36-DFOT-2K_IMG1.fits 117.74998600225354 13.747904128778847 B 	 astrometry successful
S-2020APXX-2020-02-17T17:07:48-DFOT-2K_IMG1.fits 117.74949126376677 13.747906385216572 B 	 astrometry successful
S-2020APXX-2020-02-17T17:27:21-DFOT-2K_IMG1.fits 117.74945303380639 13.750054570345249 B 	 astrometry successful
S-2020APXX-2020-02-17T17:56:47-DFOT-2K_IMG1.fits 117.76214003193047 13.759549059256852 B 	 astrometry successful
S-2020APXX-2020-02-17T18:21:19-DFOT-2K_IMG1.fits 117.76221603615734 13.759166595342736 B 	 astrometry successful
S-2020APXX-2020-02-17T18:40:22-DFOT-2K_IMG1.fits 117.76280589840283 13.757996584058178 B 	 astrometry successful
S-2020APXX-2020-02-17T13:39:20-DFOT-2K_IMG1.fits 117.76384046081834 13.743836828490887 B 	 astrometry successful
S-2020APXX-2020-02-17T19:11:20-DFOT-2K_IMG1.fits 117.76530107950781 13.755019257809039 B 	 astrometry successful
S-2020APXX-2020-02-17T19:31:19-DFOT-2K_IMG1.fits 117.76277704305599 13.752972819209663 B 	 astrometry successful
S-2020APXX-2020-02-17T19:46:37-DFOT-2K_IMG1.fits 117.75916243555513 13.751129379029658 B 	 astrometry successful
S-2020APXX-2020-02-17T20:09:08-DFOT-2K_IMG1.fits 117.7542367314542 13.748833372824874 B 	 astrometry successful
S-2020APXX-2020-02-17T20:27:47-DFOT-2K_IMG1.fits 117.74977904528946 13.747067827041148 B 	 astrometry successful
S-2020APXX-2020-02-17T20:33:34-DFOT-2K_IMG1.fits 117.74839040186527 13.746590099654508 B 	 astrometry successful
S-2020APXX-2020-02-17T14:19:51-DFOT-2K_IMG1.fits 117.76060593809932 13.745155572630802 B 	 astrometry successful
S-2020APXX-2020-02-17T14:46:33-DFOT-2K_IMG1.fits 117.75823592962685 13.746152374418857 B 	 astrometry successful
S-2020APXX-2020-02-17T13:06:01-DFOT-2K_IMG1.fits 117.77084136490143 13.742497669874249 I 	 astrometry successful
S-2020APXX-2020-02-17T15:23:47-DFOT-2K_IMG1.fits 117.7551212479776 13.74697160534645 I 	 astrometry successful
