
 -------Template file for--------> 20200205 

defocus-1.fits defocus-1.fits FREE
defocus-2.fits defocus-2.fits FREE
im1800.fits im1800.fits FREE
im1802.fits im1802.fits FREE
im98.fits im98.fits FREE
image1.fits image1.fits FREE
image1795.fits image1795.fits FREE
image1798.fits image1798.fits FREE
image1802.fits image1802.fits FREE
image1804.fits image1804.fits FREE
image1804_01e.fits image1804 FREE
image1804_01ne.fits image1804 FREE
image1804_01nw.fits image1804 FREE
image1804_01se.fits image1804 FREE
image1804_01sw.fits image1804 FREE
image1804_01w.fits image1804 FREE
image1804_01z.fits image1804 FREE
img1798-50.fits img1798-50.fits FREE
img1798-70.fits img1798-70.fits FREE
img1800-70.fits img1800-70.fits FREE
se-defocus.fits se-defocus.fits FREE
se1799-120.fits se1799-120.fits FREE
se1800-120.fits se1800-120.fits FREE
se1800.fits se1800.fits FREE
w-defocus.fits w-defocus.fits FREE

 -------Template file for--------> 20200406 

J0509_120_R_02.fits J0509 R
J0509_120_R_03.fits J0509 R
J1424_240_R_00.fits J1424 R
J1424_240_R_01.fits J1424 R
J1424_240_R_02.fits J1424 R
J1424_240_R_03.fits J1424 R
J1424_240_R_04.fits J1424 R
J1424_240_R_05.fits J1424 R
J1424_240_R_06.fits J1424 R
J1424_240_R_07.fits J1424 R
J1424_240_R_08.fits J1424 R
J1424_240_R_09.fits J1424 R
J1424_240_R_10.fits J1424 R
J1424_240_R_11.fits J1424 R
J1424_240_R_12.fits J1424 R
J1424_240_R_13.fits J1424 R
J1424_240_R_14.fits J1424 R
J1424_240_R_15.fits J1424 R
J1424_300_R_00.fits J1424 R
J1424_300_R_01.fits J1424 R
TemplateFileList.dat TemplateFileList.dat FREE
flat_B_01.fits flat B
flat_B_02.fits flat B
flat_B_03.fits flat B
flat_B_04.fits flat B
flat_B_05.fits flat B
flat_I_01.fits flat I
flat_I_02.fits flat I
flat_I_03.fits flat I
flat_I_04.fits flat I
flat_I_05.fits flat I
flat_R_01.fits flat R
flat_R_02.fits flat R
flat_R_03.fits flat R
flat_R_04.fits flat R
flat_R_05.fits flat R
flat_V_01.fits flat V
flat_V_02.fits flat V
flat_V_03.fits flat V
flat_V_04.fits flat V
J1013_120_V_01.fits J1013 V
J1013_120_V_02.fits J1013 V
J1013_120_V_03.fits J1013 V
J1013_120_V_04.fits J1013 V
J1013_120_V_05.fits J1013 V
J1013_120_V_06.fits J1013 V
J1013_120_V_07.fits J1013 V
J1013_120_V_08.fits J1013 V
J1013_120_V_09.fits J1013 V
J1013_120_V_10.fits J1013 V
J1013_120_V_11.fits J1013 V
J1013_120_V_12.fits J1013 V
J1013_120_V_13.fits J1013 V
J1013_120_V_14.fits J1013 V
J1013_120_V_15.fits J1013 V
J1013_120_V_16.fits J1013 V
J1013_120_V_17.fits J1013 V
J1013_120_V_18.fits J1013 V
J1013_120_V_19.fits J1013 V
J1013_150_B_01.fits J1013 B
J1013_150_B_02.fits J1013 B
J1013_150_B_03.fits J1013 B
J1013_150_B_04.fits J1013 B
J1013_150_B_05.fits J1013 B
J1013_150_B_06.fits J1013 B
J1013_150_B_07.fits J1013 B
J1013_150_B_08.fits J1013 B
J1013_150_B_09.fits J1013 B
J1013_150_B_10.fits J1013 B
J1013_150_B_11.fits J1013 B
J1013_150_B_12.fits J1013 B
J1013_150_B_13.fits J1013 B
J1013_150_B_14.fits J1013 B
J1013_150_B_15.fits J1013 B
J1013_150_B_16.fits J1013 B
J1013_150_B_17.fits J1013 B
J1013_150_B_18.fits J1013 B
J1013_150_B_19.fits J1013 B
J1013_60_I_01.fits J1013 I
J1013_60_I_01a.fits J1013 I
J1013_60_I_01b.fits J1013 I
J1013_60_I_01c.fits J1013 I
J1013_60_I_02.fits J1013 I
J1013_60_I_03.fits J1013 I
J1013_60_I_04.fits J1013 I
J1013_60_I_05.fits J1013 I
J1013_60_I_06.fits J1013 I
J1013_60_I_07.fits J1013 I
J1013_60_I_08.fits J1013 I
J1013_60_I_09.fits J1013 I
J1013_60_I_10.fits J1013 I
J1013_60_I_11.fits J1013 I
J1013_60_I_12.fits J1013 I
J1013_60_I_13.fits J1013 I
J1013_60_I_14.fits J1013 I
J1013_60_I_15.fits J1013 I
J1013_60_I_16.fits J1013 I
J1013_60_I_17.fits J1013 I
J1013_60_I_18.fits J1013 I
J1013_60_I_19.fits J1013 I
bias_01.fits BIAS FREE
bias_01.fits bias FREE
bias_02.fits BIAS FREE
bias_02.fits bias FREE
bias_03.fits BIAS FREE
bias_03.fits bias FREE
bias_04.fits BIAS FREE
bias_04.fits bias FREE

 -------Template file for--------> 20200522 

bias_1.fits BIAS FREE
bias_1.fits bias FREE
bias_10.fits BIAS FREE
bias_10.fits bias FREE
bias_11.fits BIAS FREE
bias_11.fits bias FREE
bias_12.fits BIAS FREE
bias_12.fits bias FREE
bias_2.fits BIAS FREE
bias_2.fits bias FREE
bias_3.fits BIAS FREE
bias_3.fits bias FREE
bias_4.fits BIAS FREE
bias_4.fits bias FREE
bias_5.fits BIAS FREE
bias_5.fits bias FREE
bias_6.fits BIAS FREE
bias_6.fits bias FREE
bias_7.fits BIAS FREE
bias_7.fits bias FREE
bias_8.fits BIAS FREE
bias_8.fits bias FREE
bias_9.fits BIAS FREE
bias_9.fits bias FREE
flat_512_1.fits flat FREE
flat_512_2.fits flat FREE
flat_512_3.fits flat FREE
flat_512_4.fits flat FREE
flat_512_5.fits flat FREE
flat_512_6.fits flat FREE
flat_512_7.fits flat FREE
flat_532_1.fits flat FREE
flat_532_2.fits flat FREE
flat_532_3.fits flat FREE
flat_532_4.fits flat FREE
flat_532_5.fits flat FREE
flat_532_6.fits flat FREE
flat_532_7.fits flat FREE
flat_B_1.fits flat B
flat_B_2.fits flat B
flat_B_3.fits flat B
flat_B_4.fits flat B
flat_B_5.fits flat B
flat_B_6.fits flat B
flat_B_7.fits flat B
flat_I_1.fits flat I
flat_I_2.fits flat I
flat_I_3.fits flat I
flat_I_4.fits flat I
flat_I_5.fits flat I
flat_I_6.fits flat I
flat_I_7.fits flat I
flat_OIII_1.fits flat FREE
flat_OIII_2.fits flat FREE
flat_OIII_3.fits flat FREE
flat_OIII_4.fits flat FREE
flat_OIII_5.fits flat FREE
flat_OIII_6.fits flat FREE
flat_OIII_7.fits flat FREE
flat_R_1.fits flat R
flat_R_2.fits flat R
flat_R_3.fits flat R
flat_R_4.fits flat R
flat_R_6.fits flat R
flat_R_7.fits flat R
flat_U_1.fits flat U
flat_U_2.fits flat U
flat_U_3.fits flat U
flat_U_4.fits flat U
flat_U_5.fits flat U
flat_U_6.fits flat U
flat_U_7.fits flat U
flat_V_1.fits flat V
flat_V_2.fits flat V
flat_V_3.fits flat V
flat_V_4.fits flat V
flat_V_5.fits flat V
flat_V_6.fits flat V
flat_V_7.fits flat V
J1105_OIII_300s_1.fits J1105 FREE
J1105_OIII_300s_2.fits J1105 FREE
J1105_OIII_300s_3.fits J1105 FREE
J1151_512_300s_1-3.fits J1151 FREE
J1151_512_300s_4.fits J1151 FREE
J1151_532_300s_1-3.fits J1151 FREE
J1151_B_300s_1-2.fits J1151 B
J1151_V_300s_1.fits J1151 V
J1151_V_300s_2-3.fits J1151 V
sa104_512_100s_1.fits sa104 FREE
sa104_532_100s_1.fits sa104 FREE
sa104_B_100s_1.fits sa104 B
sa104_OIII_100s_1.fits sa104 FREE
sa104_V_100s_1.fits sa104 V
M53_B1.fits M53 B
M53_I1.fits M53 I
M53_I2.fits M53 I
M53_I3.fits M53 I
M53_I4.fits M53 I
M53_I5.fits M53 I
M53_I6.fits M53 I
M53_I7.fits M53 I
M53_I8.fits M53 I
M53_I9.fits M53 I
M53_R1.fits M53 R
M53_R2.fits M53 R
M53_R3.fits M53 R
M53_R4.fits M53 R
M53_R5.fits M53 R
M53_R6.fits M53 R
M53_R7.fits M53 R
M53_R8.fits M53 R
M53_R9.fits M53 R
M53_U1.fits M53 U
M53_V1.fits M53 V
M53_V10.fits M53 V
M53_V2.fits M53 V
M53_V3.fits M53 V
M53_V4.fits M53 V
M53_V5.fits M53 V
M53_V6.fits M53 V
M53_V7.fits M53 V
M53_V8.fits M53 V
M53_V9.fits M53 V
ic5070_i1.fits ic5070 FREE
ic5070_i2.fits ic5070 FREE
ic5070_i3.fits ic5070 FREE
ic5070_i4.fits ic5070 FREE
ic5070_r1.fits ic5070 FREE
ic5070_r2.fits ic5070 FREE
ic5070_r3.fits ic5070 FREE
ic5070_v1.fits ic5070 FREE
ic5070_v2.fits ic5070 FREE
ic5070_v3.fits ic5070 FREE
s112_512.fits s112 FREE
s112_532.fits s112 FREE
s112_OIII.fits s112 FREE
s112_OIII2.fits s112 FREE
s112_b1.fits s112 FREE
s112_b2.fits s112 FREE
s112_i1.fits s112 FREE
s112_i2.fits s112 FREE
s112_i3.fits s112 FREE
s112_r1.fits s112 FREE
s112_u1.fits s112 FREE
s112_v1.fits s112 FREE
s112_v2.fits s112 FREE
sa104_U1.fits sa104 U
sa107_B1.fits sa107 B
sa107_B2.fits sa107 B
sa107_B3.fits sa107 B
sa107_B4.fits sa107 B
sa107_B5.fits sa107 B
sa107_B6.fits sa107 B
sa107_I1.fits sa107 I
sa107_I2.fits sa107 I
sa107_I3.fits sa107 I
sa107_I4.fits sa107 I
sa107_I5.fits sa107 I
sa107_I6.fits sa107 I
sa107_U2.fits sa107 U
sa107_U3.fits sa107 U
sa107_U4.fits sa107 U
sa107_U5.fits sa107 U
sa107_U6.fits sa107 U
